,Unnamed: 0,dvrpc_2010,dvrpc_2015,naip_2010,naip_2015
1768,1768,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-740:89250.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-740:89250.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-740:89250.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-740:89250.png
1774,1774,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-306:88541.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-306:88541.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-306:88541.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-306:88541.png
1778,1778,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-640:88455.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-640:88455.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-640:88455.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-640:88455.png
1787,1787,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1091:88267.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1091:88267.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1091:88267.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1091:88267.png
1819,1819,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:79:88806.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:79:88806.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:79:88806.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:79:88806.png
1827,1827,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-57:89145.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-57:89145.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-57:89145.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-57:89145.png
1828,1828,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-272:88696.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-272:88696.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-272:88696.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-272:88696.png
1833,1833,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1596:88744.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1596:88744.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1596:88744.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1596:88744.png
1835,1835,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-206:88517.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-206:88517.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-206:88517.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-206:88517.png
1836,1836,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1437:88520.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1437:88520.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1437:88520.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1437:88520.png
1846,1846,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-422:89185.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-422:89185.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-422:89185.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-422:89185.png
1852,1852,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-13:88669.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-13:88669.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-13:88669.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-13:88669.png
1853,1853,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1068:88277.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1068:88277.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1068:88277.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1068:88277.png
1856,1856,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1074:88609.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1074:88609.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1074:88609.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1074:88609.png
1857,1857,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-202:88953.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-202:88953.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-202:88953.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-202:88953.png
1860,1860,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-494:88414.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-494:88414.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-494:88414.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-494:88414.png
1864,1864,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-213:88452.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-213:88452.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-213:88452.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-213:88452.png
1865,1865,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-631:88783.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-631:88783.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-631:88783.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-631:88783.png
1867,1867,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:304:88896.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:304:88896.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:304:88896.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:304:88896.png
1877,1877,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1018:89053.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1018:89053.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1018:89053.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1018:89053.png
1881,1881,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-315:88561.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-315:88561.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-315:88561.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-315:88561.png
1888,1888,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-555:89571.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-555:89571.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-555:89571.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-555:89571.png
1893,1893,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-950:89478.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-950:89478.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-950:89478.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-950:89478.png
1917,1917,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-433:89352.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-433:89352.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-433:89352.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-433:89352.png
1923,1923,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-418:88798.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-418:88798.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-418:88798.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-418:88798.png
1927,1927,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-923:89412.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-923:89412.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-923:89412.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-923:89412.png
1930,1930,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:419:88924.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:419:88924.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:419:88924.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:419:88924.png
1931,1931,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1313:89019.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1313:89019.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1313:89019.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1313:89019.png
1933,1933,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-718:88716.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-718:88716.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-718:88716.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-718:88716.png
1935,1935,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:30:88676.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:30:88676.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:30:88676.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:30:88676.png
1939,1939,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-756:89341.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-756:89341.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-756:89341.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-756:89341.png
1943,1943,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:134:88795.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:134:88795.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:134:88795.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:134:88795.png
1947,1947,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-869:88691.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-869:88691.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-869:88691.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-869:88691.png
1950,1950,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-210:88806.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-210:88806.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-210:88806.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-210:88806.png
1958,1958,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1133:88949.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1133:88949.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1133:88949.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1133:88949.png
1966,1966,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-202:88967.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-202:88967.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-202:88967.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-202:88967.png
1979,1979,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:99:88683.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:99:88683.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:99:88683.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:99:88683.png
1988,1988,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-431:88323.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-431:88323.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-431:88323.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-431:88323.png
1996,1996,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-641:88837.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-641:88837.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-641:88837.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-641:88837.png
